Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR,CPC,SQL_format
3127,DataTech Solutions,Social Media,Men 18-24,15 days,YouTube,0.14,12310,4.68,Chicago,German,615,3768,3,Tech Enthusiasts,26-07-2021,12.04%,6.07,"(3127,'DataTech Solutions','Social Media','Men 18-24','15 days','YouTube',0.14,12310,4.68,'Chicago','German',615,3768,3,'Tech Enthusiasts','2021-07-26',0.120419509729593,6.07345225603358)"
3128,Innovate Industries,Email,Women 35-44,60 days,YouTube,0.07,6283,5.35,Houston,English,959,1639,7,Outdoor Adventurers,27-07-2021,16.32%,20.02,"(3128,'Innovate Industries','Email','Women 35-44','60 days','YouTube',0.07,6283,5.35,'Houston','English',959,1639,7,'Outdoor Adventurers','2021-07-27',0.163216560509554,20.0162601626016)"
3129,Alpha Innovations,Influencer,All Ages,15 days,Facebook,0.13,5747,2.77,Houston,German,548,6978,9,Tech Enthusiasts,28-07-2021,58.51%,6.55,"(3129,'Alpha Innovations','Influencer','All Ages','15 days','Facebook',0.13,5747,2.77,'Houston','German',548,6978,9,'Tech Enthusiasts','2021-07-28',0.585112873703478,6.55161626694473)"
3130,TechCorp,Influencer,All Ages,60 days,Instagram,0.09,11240,3.01,Miami,French,162,7180,7,Outdoor Adventurers,29-07-2021,7.85%,10.49,"(3130,'TechCorp','Influencer','All Ages','60 days','Instagram',0.09,11240,3.01,'Miami','French',162,7180,7,'Outdoor Adventurers','2021-07-29',0.0785325308111207,10.4872262773723)"
3131,NexGen Systems,Influencer,Women 25-34,60 days,Website,0.06,8290,3.1,Miami,Spanish,728,3332,10,Outdoor Adventurers,30-07-2021,2.26%,69.38,"(3131,'NexGen Systems','Influencer','Women 25-34','60 days','Website',0.06,8290,3.1,'Miami','Spanish',728,3332,10,'Outdoor Adventurers','2021-07-30',0.0225626740947075,69.3827160493827)"
3132,TechCorp,Email,Men 25-34,30 days,Website,0.1,12757,2.95,Los Angeles,French,611,3123,7,Outdoor Adventurers,31-07-2021,21.85%,11.39,"(3132,'TechCorp','Email','Men 25-34','30 days','Website',0.1,12757,2.95,'Los Angeles','French',611,3123,7,'Outdoor Adventurers','2021-07-31',0.218487394957983,11.3873626373626)"
3133,NexGen Systems,Influencer,Women 35-44,45 days,YouTube,0.14,17950,2.08,Los Angeles,Spanish,453,8238,9,Foodies,01-08-2021,19.56%,20.88,"(3133,'NexGen Systems','Influencer','Women 35-44','45 days','YouTube',0.14,17950,2.08,'Los Angeles','Spanish',453,8238,9,'Foodies','2021-08-01',0.195645212936279,20.8788870703764)"
3134,NexGen Systems,Social Media,Men 25-34,30 days,Facebook,0.08,11452,7.71,Los Angeles,English,399,8851,9,Outdoor Adventurers,02-08-2021,5.50%,39.62,"(3134,'NexGen Systems','Social Media','Men 25-34','30 days','Facebook',0.08,11452,7.71,'Los Angeles','English',399,8851,9,'Outdoor Adventurers','2021-08-02',0.0549890750182083,39.6247240618102)"
3135,Alpha Innovations,Display,All Ages,15 days,Facebook,0.12,15831,2.84,New York,English,984,1277,9,Fashionistas,03-08-2021,4.51%,28.7,"(3135,'Alpha Innovations','Display','All Ages','15 days','Facebook',0.12,15831,2.84,'New York','English',984,1277,9,'Fashionistas','2021-08-03',0.0450796520167213,28.7017543859649)"
3136,NexGen Systems,Search,Men 18-24,15 days,Facebook,0.07,10594,3.92,Chicago,French,895,7944,7,Outdoor Adventurers,04-08-2021,77.06%,16.09,"(3136,'NexGen Systems','Search','Men 18-24','15 days','Facebook',0.07,10594,3.92,'Chicago','French',895,7944,7,'Outdoor Adventurers','2021-08-04',0.770555990602976,16.0884146341463)"
3137,NexGen Systems,Search,Men 25-34,60 days,Email,0.02,9789,6.18,Miami,German,457,9677,8,Tech Enthusiasts,05-08-2021,11.27%,11.84,"(3137,'NexGen Systems','Search','Men 25-34','60 days','Email',0.02,9789,6.18,'Miami','German',457,9677,8,'Tech Enthusiasts','2021-08-05',0.11266364551863,11.8368715083799)"
3138,Alpha Innovations,Display,Men 18-24,45 days,Facebook,0.03,15087,7.27,Los Angeles,English,522,2983,3,Fashionistas,06-08-2021,4.72%,21.42,"(3138,'Alpha Innovations','Display','Men 18-24','45 days','Facebook',0.03,15087,7.27,'Los Angeles','English',522,2983,3,'Fashionistas','2021-08-06',0.0472253797664565,21.4201312910284)"
3139,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,0.11,17054,4.58,Houston,Mandarin,219,5093,10,Health & Wellness,07-08-2021,17.50%,28.9,"(3139,'Alpha Innovations','Social Media','Women 25-34','30 days','Instagram',0.11,17054,4.58,'Houston','Mandarin',219,5093,10,'Health & Wellness','2021-08-07',0.174991619175327,28.9022988505747)"
3140,NexGen Systems,Social Media,All Ages,15 days,YouTube,0.06,17451,4.53,Houston,German,425,9667,10,Outdoor Adventurers,08-08-2021,4.30%,77.87,"(3140,'NexGen Systems','Social Media','All Ages','15 days','YouTube',0.06,17451,4.53,'Houston','German',425,9667,10,'Outdoor Adventurers','2021-08-08',0.0430001963479285,77.8721461187215)"
3141,DataTech Solutions,Social Media,Women 35-44,30 days,YouTube,0.02,15130,6.19,Houston,Mandarin,155,8683,8,Tech Enthusiasts,09-08-2021,4.40%,41.06,"(3141,'DataTech Solutions','Social Media','Women 35-44','30 days','YouTube',0.02,15130,6.19,'Houston','Mandarin',155,8683,8,'Tech Enthusiasts','2021-08-09',0.0439640012413365,41.0611764705882)"
3142,DataTech Solutions,Email,All Ages,15 days,Google Ads,0.07,8031,4.23,Los Angeles,English,245,9514,6,Health & Wellness,10-08-2021,1.79%,97.61,"(3142,'DataTech Solutions','Email','All Ages','15 days','Google Ads',0.07,8031,4.23,'Los Angeles','English',245,9514,6,'Health & Wellness','2021-08-10',0.0178509731659565,97.6129032258064)"
3143,DataTech Solutions,Search,Women 25-34,45 days,Facebook,0.06,18027,4.78,Houston,Mandarin,626,2902,2,Foodies,11-08-2021,2.58%,32.78,"(3143,'DataTech Solutions','Search','Women 25-34','45 days','Facebook',0.06,18027,4.78,'Houston','Mandarin',626,2902,2,'Foodies','2021-08-11',0.0257515240697919,32.7795918367347)"
3144,NexGen Systems,Search,Men 25-34,45 days,Website,0.1,9022,6.07,New York,French,796,3236,8,Tech Enthusiasts,12-08-2021,21.57%,28.8,"(3144,'NexGen Systems','Search','Men 25-34','45 days','Website',0.1,9022,6.07,'New York','French',796,3236,8,'Tech Enthusiasts','2021-08-12',0.215713301171606,28.797124600639)"
3145,NexGen Systems,Display,Women 35-44,60 days,Website,0.06,18156,5.97,Miami,English,138,4215,1,Health & Wellness,13-08-2021,24.60%,11.33,"(3145,'NexGen Systems','Display','Women 35-44','60 days','Website',0.06,18156,5.97,'Miami','English',138,4215,1,'Health & Wellness','2021-08-13',0.245982694684796,11.3341708542714)"
3146,NexGen Systems,Social Media,Women 35-44,60 days,Email,0.11,11191,2.27,Los Angeles,Mandarin,689,2763,10,Foodies,14-08-2021,3.27%,131.57,"(3146,'NexGen Systems','Social Media','Women 35-44','60 days','Email',0.11,11191,2.27,'Los Angeles','Mandarin',689,2763,10,'Foodies','2021-08-14',0.0327402135231317,131.565217391304)"
3147,DataTech Solutions,Email,Women 25-34,45 days,Google Ads,0.12,19953,2.11,New York,French,577,9175,5,Foodies,15-08-2021,24.94%,16.24,"(3147,'DataTech Solutions','Email','Women 25-34','45 days','Google Ads',0.12,19953,2.11,'New York','French',577,9175,5,'Foodies','2021-08-15',0.249366630474122,16.2423802612482)"
3148,TechCorp,Display,Women 35-44,15 days,Google Ads,0.02,10969,2.88,Miami,Spanish,959,5624,4,Health & Wellness,16-08-2021,6.29%,34.58,"(3148,'TechCorp','Display','Women 35-44','15 days','Google Ads',0.02,10969,2.88,'Miami','Spanish',959,5624,4,'Health & Wellness','2021-08-16',0.0628882833787466,34.580589254766)"
3149,Innovate Industries,Social Media,Women 25-34,15 days,YouTube,0.02,13183,5.35,New York,German,351,3078,8,Foodies,17-08-2021,17.05%,11.44,"(3149,'Innovate Industries','Social Media','Women 25-34','15 days','YouTube',0.02,13183,5.35,'New York','German',351,3078,8,'Foodies','2021-08-17',0.17051920341394,11.4379562043796)"
3150,NexGen Systems,Influencer,Men 18-24,45 days,Website,0.07,12921,4.16,New York,Spanish,403,5885,9,Fashionistas,18-08-2021,11.40%,37.56,"(3150,'NexGen Systems','Influencer','Men 18-24','45 days','Website',0.07,12921,4.16,'New York','Spanish',403,5885,9,'Fashionistas','2021-08-18',0.114035087719298,37.5584045584046)"
3151,NexGen Systems,Display,Women 25-34,45 days,Instagram,0.07,14306,7.64,Los Angeles,English,628,7850,3,Outdoor Adventurers,19-08-2021,6.85%,32.06,"(3151,'NexGen Systems','Display','Women 25-34','45 days','Instagram',0.07,14306,7.64,'Los Angeles','English',628,7850,3,'Outdoor Adventurers','2021-08-19',0.0684791843670348,32.0620347394541)"
3152,NexGen Systems,Influencer,All Ages,60 days,Instagram,0.07,18772,3.37,Houston,German,223,8001,2,Fashionistas,20-08-2021,8.00%,22.78,"(3152,'NexGen Systems','Influencer','All Ages','60 days','Instagram',0.07,18772,3.37,'Houston','German',223,8001,2,'Fashionistas','2021-08-20',0.08,22.7802547770701)"
3153,NexGen Systems,Display,Men 25-34,45 days,YouTube,0.06,18201,5.16,Chicago,Mandarin,403,1557,10,Outdoor Adventurers,21-08-2021,2.79%,84.18,"(3153,'NexGen Systems','Display','Men 25-34','45 days','YouTube',0.06,18201,5.16,'Chicago','Mandarin',403,1557,10,'Outdoor Adventurers','2021-08-21',0.0278715160604924,84.1793721973094)"
3154,DataTech Solutions,Influencer,Women 25-34,60 days,YouTube,0.08,12304,7.36,Miami,German,218,9009,4,Tech Enthusiasts,22-08-2021,25.88%,45.16,"(3154,'DataTech Solutions','Influencer','Women 25-34','60 days','YouTube',0.08,12304,7.36,'Miami','German',218,9009,4,'Tech Enthusiasts','2021-08-22',0.258831085420681,45.1637717121588)"
3155,NexGen Systems,Influencer,Men 18-24,60 days,Google Ads,0.04,11784,6.69,Los Angeles,English,127,7082,6,Tech Enthusiasts,23-08-2021,2.42%,56.44,"(3155,'NexGen Systems','Influencer','Men 18-24','60 days','Google Ads',0.04,11784,6.69,'Los Angeles','English',127,7082,6,'Tech Enthusiasts','2021-08-23',0.0241980241980242,56.4403669724771)"
3156,DataTech Solutions,Display,Women 25-34,30 days,Google Ads,0.1,15309,3.24,Chicago,Spanish,972,1353,6,Health & Wellness,24-08-2021,1.79%,92.79,"(3156,'DataTech Solutions','Display','Women 25-34','30 days','Google Ads',0.1,15309,3.24,'Chicago','Spanish',972,1353,6,'Health & Wellness','2021-08-24',0.0179327873482067,92.7874015748032)"
3157,Alpha Innovations,Email,Women 25-34,60 days,Instagram,0.07,5097,4.88,Houston,Mandarin,248,2307,6,Tech Enthusiasts,25-08-2021,71.84%,15.75,"(3157,'Alpha Innovations','Email','Women 25-34','60 days','Instagram',0.07,5097,4.88,'Houston','Mandarin',248,2307,6,'Tech Enthusiasts','2021-08-25',0.71840354767184,15.75)"
3158,TechCorp,Display,Women 35-44,30 days,Instagram,0.12,14159,3.04,Los Angeles,German,206,5039,1,Fashionistas,26-08-2021,10.75%,20.55,"(3158,'TechCorp','Display','Women 35-44','30 days','Instagram',0.12,14159,3.04,'Los Angeles','German',206,5039,1,'Fashionistas','2021-08-26',0.107498916341569,20.5524193548387)"
3159,Alpha Innovations,Email,Men 25-34,60 days,Website,0.14,17881,3.54,Chicago,French,871,4372,10,Fashionistas,27-08-2021,4.09%,68.73,"(3159,'Alpha Innovations','Email','Men 25-34','60 days','Website',0.14,17881,3.54,'Chicago','French',871,4372,10,'Fashionistas','2021-08-27',0.0408811272077793,68.7330097087379)"
3160,DataTech Solutions,Influencer,Men 25-34,15 days,Google Ads,0.12,10051,3.68,Houston,English,669,4322,3,Outdoor Adventurers,28-08-2021,19.92%,20.53,"(3160,'DataTech Solutions','Influencer','Men 25-34','15 days','Google Ads',0.12,10051,3.68,'Houston','English',669,4322,3,'Outdoor Adventurers','2021-08-28',0.199222323879231,20.5292766934558)"
3161,TechCorp,Email,All Ages,30 days,Website,0.02,12481,6.79,New York,German,321,2821,1,Health & Wellness,29-08-2021,15.48%,15.02,"(3161,'TechCorp','Email','All Ages','30 days','Website',0.02,12481,6.79,'New York','German',321,2821,1,'Health & Wellness','2021-08-29',0.154789449329014,15.0239162929746)"
3162,Innovate Industries,Influencer,All Ages,15 days,Email,0.13,19449,2.52,New York,Mandarin,243,5638,10,Outdoor Adventurers,30-08-2021,11.38%,38.88,"(3162,'Innovate Industries','Influencer','All Ages','15 days','Email',0.13,19449,2.52,'New York','Mandarin',243,5638,10,'Outdoor Adventurers','2021-08-30',0.113789436370082,38.8816199376947)"
3163,DataTech Solutions,Display,Men 18-24,30 days,Facebook,0.1,12001,3.78,New York,Spanish,351,2613,3,Health & Wellness,31-08-2021,4.31%,80.04,"(3163,'DataTech Solutions','Display','Men 18-24','30 days','Facebook',0.1,12001,3.78,'New York','Spanish',351,2613,3,'Health & Wellness','2021-08-31',0.0431003902092941,80.037037037037)"
3164,DataTech Solutions,Display,Men 18-24,30 days,Instagram,0.02,8077,3.64,Miami,English,319,1568,8,Tech Enthusiasts,01-09-2021,13.43%,34.19,"(3164,'DataTech Solutions','Display','Men 18-24','30 days','Instagram',0.02,8077,3.64,'Miami','English',319,1568,8,'Tech Enthusiasts','2021-09-01',0.134328358208955,34.1908831908832)"
3165,NexGen Systems,Search,Men 25-34,15 days,Website,0.01,11462,5.43,New York,Mandarin,134,3014,10,Fashionistas,02-09-2021,20.34%,25.32,"(3165,'NexGen Systems','Search','Men 25-34','15 days','Website',0.01,11462,5.43,'New York','Mandarin',134,3014,10,'Fashionistas','2021-09-02',0.20344387755102,25.3197492163009)"
3166,TechCorp,Search,Men 25-34,45 days,YouTube,0.05,8030,3.58,Miami,English,576,1846,6,Tech Enthusiasts,03-09-2021,4.45%,85.54,"(3166,'TechCorp','Search','Men 25-34','45 days','YouTube',0.05,8030,3.58,'Miami','English',576,1846,6,'Tech Enthusiasts','2021-09-03',0.0444591904445919,85.5373134328358)"
3167,Innovate Industries,Email,Women 35-44,45 days,Instagram,0.02,14832,2.55,New York,English,825,1999,9,Fashionistas,04-09-2021,31.20%,13.94,"(3167,'Innovate Industries','Email','Women 35-44','45 days','Instagram',0.02,14832,2.55,'New York','English',825,1999,9,'Fashionistas','2021-09-04',0.312026002166847,13.9409722222222)"
3168,NexGen Systems,Search,All Ages,15 days,Google Ads,0.11,13616,4.81,Los Angeles,French,795,1294,3,Fashionistas,05-09-2021,41.27%,17.98,"(3168,'NexGen Systems','Search','All Ages','15 days','Google Ads',0.11,13616,4.81,'Los Angeles','French',795,1294,3,'Fashionistas','2021-09-05',0.412706353176588,17.9781818181818)"
3169,TechCorp,Search,All Ages,60 days,Instagram,0.1,11192,6.72,Los Angeles,French,494,9635,4,Foodies,06-09-2021,61.44%,17.13,"(3169,'TechCorp','Search','All Ages','60 days','Instagram',0.1,11192,6.72,'Los Angeles','French',494,9635,4,'Foodies','2021-09-06',0.614374034003091,17.1270440251572)"
3170,Alpha Innovations,Influencer,All Ages,15 days,Email,0.07,10201,7.51,Chicago,English,430,2125,2,Health & Wellness,07-09-2021,5.13%,22.66,"(3170,'Alpha Innovations','Influencer','All Ages','15 days','Email',0.07,10201,7.51,'Chicago','English',430,2125,2,'Health & Wellness','2021-09-07',0.0512714063310846,22.6558704453441)"
3171,TechCorp,Display,Women 35-44,15 days,YouTube,0.07,16892,4.27,Miami,Spanish,805,7071,6,Outdoor Adventurers,08-09-2021,20.24%,23.72,"(3171,'TechCorp','Display','Women 35-44','15 days','YouTube',0.07,16892,4.27,'Miami','Spanish',805,7071,6,'Outdoor Adventurers','2021-09-08',0.202352941176471,23.7232558139535)"
3172,NexGen Systems,Social Media,Men 25-34,15 days,Website,0.11,12533,4.42,Miami,French,780,3439,4,Tech Enthusiasts,09-09-2021,11.38%,20.98,"(3172,'NexGen Systems','Social Media','Men 25-34','15 days','Website',0.11,12533,4.42,'Miami','French',780,3439,4,'Tech Enthusiasts','2021-09-09',0.113845283552539,20.983850931677)"
3173,DataTech Solutions,Display,All Ages,30 days,Instagram,0.03,11172,4.05,New York,Spanish,477,8325,10,Foodies,10-09-2021,22.68%,16.07,"(3173,'DataTech Solutions','Display','All Ages','30 days','Instagram',0.03,11172,4.05,'New York','Spanish',477,8325,10,'Foodies','2021-09-10',0.226810119220704,16.0679487179487)"
3174,Alpha Innovations,Influencer,Women 25-34,45 days,Email,0.02,9157,2.42,Houston,Spanish,851,9474,9,Outdoor Adventurers,11-09-2021,5.73%,23.42,"(3174,'Alpha Innovations','Influencer','Women 25-34','45 days','Email',0.02,9157,2.42,'Houston','Spanish',851,9474,9,'Outdoor Adventurers','2021-09-11',0.0572972972972973,23.4213836477987)"
3175,DataTech Solutions,Search,Women 35-44,60 days,Facebook,0.11,19216,5.84,Chicago,German,412,3151,7,Fashionistas,12-09-2021,8.98%,10.76,"(3175,'DataTech Solutions','Search','Women 35-44','60 days','Facebook',0.11,19216,5.84,'Chicago','German',412,3151,7,'Fashionistas','2021-09-12',0.0898247836183238,10.7602820211516)"
3176,NexGen Systems,Social Media,Men 18-24,15 days,Email,0.13,8231,5.16,Miami,Mandarin,852,7367,6,Health & Wellness,13-09-2021,13.08%,46.64,"(3176,'NexGen Systems','Social Media','Men 18-24','15 days','Email',0.13,8231,5.16,'Miami','Mandarin',852,7367,6,'Health & Wellness','2021-09-13',0.130752142177087,46.6407766990291)"
3177,NexGen Systems,Social Media,All Ages,60 days,YouTube,0.15,12800,2.99,Chicago,French,228,1496,5,Tech Enthusiasts,14-09-2021,11.57%,9.66,"(3177,'NexGen Systems','Social Media','All Ages','60 days','YouTube',0.15,12800,2.99,'Chicago','French',228,1496,5,'Tech Enthusiasts','2021-09-14',0.115650875525994,9.66079812206573)"
3178,DataTech Solutions,Search,Women 25-34,15 days,Instagram,0.01,12725,5.87,Los Angeles,Mandarin,428,9754,4,Foodies,15-09-2021,15.24%,56.14,"(3178,'DataTech Solutions','Search','Women 25-34','15 days','Instagram',0.01,12725,5.87,'Los Angeles','Mandarin',428,9754,4,'Foodies','2021-09-15',0.152406417112299,56.140350877193)"
3179,DataTech Solutions,Social Media,Women 25-34,30 days,Website,0.06,16946,4.38,New York,French,700,3608,3,Foodies,16-09-2021,4.39%,29.73,"(3179,'DataTech Solutions','Social Media','Women 25-34','30 days','Website',0.06,16946,4.38,'New York','French',700,3608,3,'Foodies','2021-09-16',0.0438794340783268,29.731308411215)"
3180,NexGen Systems,Social Media,All Ages,45 days,YouTube,0.06,5152,2.54,Miami,English,374,1155,5,Foodies,17-09-2021,19.40%,24.21,"(3180,'NexGen Systems','Social Media','All Ages','45 days','YouTube',0.06,5152,2.54,'Miami','English',374,1155,5,'Foodies','2021-09-17',0.194013303769401,24.2085714285714)"
3181,DataTech Solutions,Display,Women 25-34,30 days,Facebook,0.04,7089,6.56,Los Angeles,German,869,9779,1,Tech Enthusiasts,18-09-2021,32.38%,13.78,"(3181,'DataTech Solutions','Display','Women 25-34','30 days','Facebook',0.04,7089,6.56,'Los Angeles','German',869,9779,1,'Tech Enthusiasts','2021-09-18',0.323809523809524,13.7754010695187)"
3182,Innovate Industries,Influencer,Men 25-34,45 days,Instagram,0.12,13321,6.34,Chicago,French,831,2575,6,Fashionistas,19-09-2021,8.89%,8.16,"(3182,'Innovate Industries','Influencer','Men 25-34','45 days','Instagram',0.12,13321,6.34,'Chicago','French',831,2575,6,'Fashionistas','2021-09-19',0.0888638920134983,8.15765247410817)"
3183,DataTech Solutions,Influencer,Men 25-34,30 days,Facebook,0.03,14100,3.35,Los Angeles,English,819,4620,6,Health & Wellness,20-09-2021,32.27%,16.03,"(3183,'DataTech Solutions','Influencer','Men 25-34','30 days','Facebook',0.03,14100,3.35,'Los Angeles','English',819,4620,6,'Health & Wellness','2021-09-20',0.322718446601942,16.0300842358604)"
3184,NexGen Systems,Search,Men 18-24,45 days,Google Ads,0.05,13283,6.34,Houston,French,915,4284,8,Foodies,21-09-2021,17.73%,17.22,"(3184,'NexGen Systems','Search','Men 18-24','45 days','Google Ads',0.05,13283,6.34,'Houston','French',915,4284,8,'Foodies','2021-09-21',0.177272727272727,17.2161172161172)"
3185,Alpha Innovations,Influencer,All Ages,15 days,Facebook,0.04,7672,7.73,Los Angeles,French,584,8653,7,Foodies,22-09-2021,21.36%,14.52,"(3185,'Alpha Innovations','Influencer','All Ages','15 days','Facebook',0.04,7672,7.73,'Los Angeles','French',584,8653,7,'Foodies','2021-09-22',0.213585434173669,14.5169398907104)"
3186,DataTech Solutions,Influencer,Men 18-24,60 days,Website,0.09,9809,5.16,New York,French,212,9432,7,Fashionistas,23-09-2021,6.75%,13.14,"(3186,'DataTech Solutions','Influencer','Men 18-24','60 days','Website',0.09,9809,5.16,'New York','French',212,9432,7,'Fashionistas','2021-09-23',0.0674910435687045,13.1369863013699)"
3187,Innovate Industries,Email,All Ages,60 days,YouTube,0.1,14783,4.68,Miami,English,186,8064,3,Tech Enthusiasts,24-09-2021,2.25%,46.27,"(3187,'Innovate Industries','Email','All Ages','60 days','YouTube',0.1,14783,4.68,'Miami','English',186,8064,3,'Tech Enthusiasts','2021-09-24',0.0224766751484309,46.2688679245283)"
